CIK,Ticker,Company Name,SIC,Industry,State Location,State Inc,Filling Date,URL,digital asset,cryptocurrency,cryptocurrencies,digital holdings,bitcoin,ethereum,digital asset_table,cryptocurrency_table,cryptocurrencies_table,digital holdings_table,bitcoin_table,ethereum_table
0000894405,ARCB,ARCBEST CORP /DE/ ,4213,TRUCKING ,AR,DE,2022-02-25,https://www.sec.gov/Archives/edgar/data/894405/000155837022002184/arcb-20211231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000894405,ARCB,ARCBEST CORP /DE/ ,4213,TRUCKING ,AR,DE,2021-02-26,https://www.sec.gov/Archives/edgar/data/894405/000155837021002023/arcb-20201231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000893691,DOOR,MASONITE INTERNATIONAL CORP ,2430,MILLWOOD,FL,A1,2022-02-24,https://www.sec.gov/Archives/edgar/data/893691/000089369122000014/door-20220102.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000893691,DOOR,MASONITE INTERNATIONAL CORP ,2430,MILLWOOD,FL,A1,2021-02-25,https://www.sec.gov/Archives/edgar/data/893691/000089369121000012/door-20210103.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001519061,TSE,Trinseo PLC ,2821,PLASTICS,PA,L2,2022-02-23,https://www.sec.gov/Archives/edgar/data/1519061/000155837022001688/tse-20211231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001519061,TSE,Trinseo PLC ,2821,PLASTICS,PA,L2,2021-02-22,https://www.sec.gov/Archives/edgar/data/1519061/000155837021001355/tse-20201231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000721994,LKFN,LAKELAND FINANCIAL CORP ,6022,STATE COMMERCIAL BANKS,IN,IN,2022-02-23,https://www.sec.gov/Archives/edgar/data/721994/000072199422000024/lkfn-20211231.htm,1,0,0,0,0,0,0,0,0,0,0,0
0000721994,LKFN,LAKELAND FINANCIAL CORP ,6022,STATE COMMERCIAL BANKS,IN,IN,2021-02-23,https://www.sec.gov/Archives/edgar/data/721994/000110465921026486/lkfn-20201231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000017843,CRS,CARPENTER TECHNOLOGY CORP ,3312,STEEL WORKS,PA,DE,2021-08-19,https://www.sec.gov/Archives/edgar/data/17843/000001784321000030/crs-20210630.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000944809,OPK,"OPKO HEALTH, INC. ",2834,PHARMACEUTICAL PREPARATIONS,FL,DE,2022-03-01,https://www.sec.gov/Archives/edgar/data/944809/000094480922000009/opk-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000944809,OPK,"OPKO HEALTH, INC. ",2834,PHARMACEUTICAL PREPARATIONS,FL,DE,2021-02-18,https://www.sec.gov/Archives/edgar/data/944809/000094480921000015/opk-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000946673,BANR,BANNER CORP ,6022,STATE COMMERCIAL BANKS,WA,WA,2022-02-24,https://www.sec.gov/Archives/edgar/data/946673/000094667322000004/banr-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000946673,BANR,BANNER CORP ,6022,STATE COMMERCIAL BANKS,WA,WA,2021-02-23,https://www.sec.gov/Archives/edgar/data/946673/000094667321000003/banr-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001649749,FBK,FB Financial Corp ,6022,STATE COMMERCIAL BANKS,TN,TN,2022-02-25,https://www.sec.gov/Archives/edgar/data/1649749/000164974922000040/fbk-20211231.htm,0,0,1,0,0,0,0,0,0,0,0,0
0001649749,FBK,FB Financial Corp ,6022,STATE COMMERCIAL BANKS,TN,TN,2021-03-12,https://www.sec.gov/Archives/edgar/data/1649749/000164974921000065/fbk-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001570827,VCTR,"Victory Capital Holdings, Inc. ",6282,INVESTMENT ADVICE,OH,DE,2022-03-14,https://www.sec.gov/Archives/edgar/data/1570827/000156459022010087/vctr-10k_20211231.htm,1,0,0,0,0,0,0,0,0,0,0,0
0001570827,VCTR,"Victory Capital Holdings, Inc. ",6282,INVESTMENT ADVICE,OH,DE,2021-03-15,https://www.sec.gov/Archives/edgar/data/1570827/000156459021013018/vctr-10k_20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001462120,LOB,"Live Oak Bancshares, Inc. ",6022,STATE COMMERCIAL BANKS,NC,NC,2022-02-24,https://www.sec.gov/Archives/edgar/data/1462120/000156459022006729/lob-10k_20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001462120,LOB,"Live Oak Bancshares, Inc. ",6022,STATE COMMERCIAL BANKS,NC,NC,2021-02-25,https://www.sec.gov/Archives/edgar/data/1462120/000156459021008974/lob-10k_20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001136352,CEQP,Crestwood Equity Partners LP ,4923,NATURAL GAS TRANSMISSION & DISTRIBUTION,TX,DE,2022-02-28,https://www.sec.gov/Archives/edgar/data/1136352/000113635222000003/ceqp-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001136352,CEQP,Crestwood Equity Partners LP ,4923,NATURAL GAS TRANSMISSION & DISTRIBUTION,TX,DE,2021-02-26,https://www.sec.gov/Archives/edgar/data/1136352/000113635221000003/ceqp-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001185348,PRAA,PRA GROUP INC ,7320,SERVICES,VA,DE,2022-03-01,https://www.sec.gov/Archives/edgar/data/1185348/000118534822000005/praa-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001185348,PRAA,PRA GROUP INC ,7320,SERVICES,VA,DE,2021-02-26,https://www.sec.gov/Archives/edgar/data/1185348/000118534821000006/praa-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001782170,RELY,"Remitly Global, Inc. ",7389,SERVICES,WA,DE,2022-03-29,https://www.sec.gov/Archives/edgar/data/1782170/000178217022000048/rely-20211231.htm,1,8,1,0,0,0,0,0,0,0,0,0
0001842718,IAS,INTEGRAL AD SCIENCE HOLDING CORP. ,7370,SERVICES,NY,DE,2022-03-03,https://www.sec.gov/Archives/edgar/data/1842718/000162828022004899/ias-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001113232,ACLS,AXCELIS TECHNOLOGIES INC ,3559,SPECIAL INDUSTRY MACHINERY,MA,DE,2022-02-25,https://www.sec.gov/Archives/edgar/data/1113232/000155837022002096/acls-20211231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001113232,ACLS,AXCELIS TECHNOLOGIES INC ,3559,SPECIAL INDUSTRY MACHINERY,MA,DE,2021-02-26,https://www.sec.gov/Archives/edgar/data/1113232/000155837021001972/acls-20201231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001283140,HEP,HOLLY ENERGY PARTNERS LP ,4610,PIPE LINES ,TX,DE,2022-02-23,https://www.sec.gov/Archives/edgar/data/1283140/000128314022000009/hfc-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001283140,HEP,HOLLY ENERGY PARTNERS LP ,4610,PIPE LINES ,TX,DE,2021-02-24,https://www.sec.gov/Archives/edgar/data/1283140/000128314021000012/hfc-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001832466,ALHC,"Alignment Healthcare, Inc. ",6324,HOSPITAL & MEDICAL SERVICE PLANS,CA,DE,2022-03-03,https://www.sec.gov/Archives/edgar/data/1832466/000095017022002810/alhc-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001694426,DK,"Delek US Holdings, Inc. ",2911,PETROLEUM REFINING,TN,DE,2022-02-25,https://www.sec.gov/Archives/edgar/data/1694426/000169442622000048/dk-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001694426,DK,"Delek US Holdings, Inc. ",2911,PETROLEUM REFINING,TN,DE,2021-03-01,https://www.sec.gov/Archives/edgar/data/1694426/000169442621000034/dk-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001706509,COSG,Cosmos Group Holdings Inc. ,4210,TRUCKING & COURIER SERVICES ,K3,NV,2022-04-15,https://www.sec.gov/Archives/edgar/data/1706509/000164033422000801/cosmos_10k.htm,69,12,20,0,1,0,12,0,1,0,0,0
0001706509,COSG,Cosmos Group Holdings Inc. ,4210,TRUCKING & COURIER SERVICES ,K3,NV,2021-06-25,https://www.sec.gov/Archives/edgar/data/1706509/000164033421001427/cosmos_10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001577526,AI,"C3.ai, Inc. ",7372,SERVICES,CA,DE,2021-06-25,https://www.sec.gov/Archives/edgar/data/1577526/000162828021012990/ai-20210430.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001576940,CCS,"Century Communities, Inc. ",1531,OPERATIVE BUILDERS,CO,DE,2022-02-03,https://www.sec.gov/Archives/edgar/data/1576940/000157694022000006/ccs-20211231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001576940,CCS,"Century Communities, Inc. ",1531,OPERATIVE BUILDERS,CO,DE,2021-02-05,https://www.sec.gov/Archives/edgar/data/1576940/000157694021000009/ccs-20201231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001395942,KAR,"KAR Auction Services, Inc. ",5500,RETAIL,IN,DE,2022-02-23,https://www.sec.gov/Archives/edgar/data/1395942/000139594222000009/kar-20211231.htm,1,0,0,0,0,0,0,0,0,0,0,0
0001395942,KAR,"KAR Auction Services, Inc. ",5500,RETAIL,IN,DE,2021-02-18,https://www.sec.gov/Archives/edgar/data/1395942/000139594221000006/kar-20201231.htm,1,0,0,0,0,0,0,0,0,0,0,0
0000107687,WGO,WINNEBAGO INDUSTRIES INC ,3716,MOTOR HOMES,MN,MN,2021-10-20,https://www.sec.gov/Archives/edgar/data/107687/000010768721000043/wgo-20210828.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001625641,LAW,"CS Disco, Inc. ",7372,SERVICES,TX,DE,2022-02-25,https://www.sec.gov/Archives/edgar/data/1625641/000162564122000025/law-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000050493,IMKTA,INGLES MARKETS INC ,5411,RETAIL,NC,NC,2021-11-24,https://www.sec.gov/Archives/edgar/data/50493/000005049321000017/imkt-20210925x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000043196,GTN,GRAY TELEVISION INC ,4833,TELEVISION BROADCASTING STATIONS,GA,GA,2022-02-25,https://www.sec.gov/Archives/edgar/data/43196/000143774922004412/gtn20211231_10k.htm,3,0,0,0,0,0,0,0,0,0,0,0
0000043196,GTN,GRAY TELEVISION INC ,4833,TELEVISION BROADCASTING STATIONS,GA,GA,2021-02-25,https://www.sec.gov/Archives/edgar/data/43196/000143774921004048/gtn20201231_10k.htm,3,0,0,0,0,0,0,0,0,0,0,0
0000766829,SJW,SJW GROUP ,4941,WATER SUPPLY,CA,DE,2022-02-28,https://www.sec.gov/Archives/edgar/data/766829/000076682922000060/sjw-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000766829,SJW,SJW GROUP ,4941,WATER SUPPLY,CA,DE,2021-03-01,https://www.sec.gov/Archives/edgar/data/766829/000076682921000047/sjw-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001320695,THS,"TreeHouse Foods, Inc. ",2030,CANNED,IL,DE,2022-02-15,https://www.sec.gov/Archives/edgar/data/1320695/000132069522000009/ths-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001320695,THS,"TreeHouse Foods, Inc. ",2030,CANNED,IL,DE,2021-02-11,https://www.sec.gov/Archives/edgar/data/1320695/000132069521000012/ths-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001043509,SAH,SONIC AUTOMOTIVE INC ,5500,RETAIL,NC,DE,2022-02-25,https://www.sec.gov/Archives/edgar/data/1043509/000104350922000004/sah-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001043509,SAH,SONIC AUTOMOTIVE INC ,5500,RETAIL,NC,DE,2021-02-23,https://www.sec.gov/Archives/edgar/data/1043509/000104350921000004/sah-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001490978,SDGR,"Schrodinger, Inc. ",2834,PHARMACEUTICAL PREPARATIONS,NY,DE,2022-02-24,https://www.sec.gov/Archives/edgar/data/1490978/000156459022006713/sdgr-10k_20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001490978,SDGR,"Schrodinger, Inc. ",2834,PHARMACEUTICAL PREPARATIONS,NY,DE,2021-03-04,https://www.sec.gov/Archives/edgar/data/1490978/000156459021010727/sdgr-10k_20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001691303,HCC,"WARRIOR MET COAL, INC. ",1220,BITUMINOUS COAL & LIGNITE MINING,AL,DE,2022-02-22,https://www.sec.gov/Archives/edgar/data/1691303/000169130322000006/hcc-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001691303,HCC,"WARRIOR MET COAL, INC. ",1220,BITUMINOUS COAL & LIGNITE MINING,AL,DE,2021-02-24,https://www.sec.gov/Archives/edgar/data/1691303/000169130321000010/hcc-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001527508,PTVE,Pactiv Evergreen Inc. ,2673,PLASTICS,IL,DE,2022-02-24,https://www.sec.gov/Archives/edgar/data/1527508/000156459022006686/ptve-10k_20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001527508,PTVE,Pactiv Evergreen Inc. ,2673,PLASTICS,IL,DE,2021-02-25,https://www.sec.gov/Archives/edgar/data/1527508/000156459021008652/ptve-10k_20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001278027,BGS,"B&G Foods, Inc. ",2000,FOOD & KINDRED PRODUCTS,NJ,DE,2022-03-01,https://www.sec.gov/Archives/edgar/data/1278027/000155837022002566/bgs-20220101x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001278027,BGS,"B&G Foods, Inc. ",2000,FOOD & KINDRED PRODUCTS,NJ,DE,2021-03-02,https://www.sec.gov/Archives/edgar/data/1278027/000155837021002267/bgs-20210102x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001701051,WOW,"WideOpenWest, Inc. ",4841,CABLE & OTHER PAY TELEVISION SERVICES,CO,DE,2022-02-24,https://www.sec.gov/Archives/edgar/data/1701051/000155837022001834/wow-20211231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001701051,WOW,"WideOpenWest, Inc. ",4841,CABLE & OTHER PAY TELEVISION SERVICES,CO,DE,2021-02-24,https://www.sec.gov/Archives/edgar/data/1701051/000155837021001595/wow-20201231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001539638,TBK,"Triumph Bancorp, Inc. ",6022,STATE COMMERCIAL BANKS,TX,TX,2022-02-14,https://www.sec.gov/Archives/edgar/data/1539638/000162828022002504/tbk-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001539638,TBK,"Triumph Bancorp, Inc. ",6022,STATE COMMERCIAL BANKS,TX,TX,2021-02-12,https://www.sec.gov/Archives/edgar/data/1539638/000162828021002107/tbk-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001405495,IDCC,"InterDigital, Inc. ",6794,PATENT OWNERS & LESSORS,DE,PA,2022-02-17,https://www.sec.gov/Archives/edgar/data/1405495/000140549522000010/idcc-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001405495,IDCC,"InterDigital, Inc. ",6794,PATENT OWNERS & LESSORS,DE,PA,2021-02-18,https://www.sec.gov/Archives/edgar/data/1405495/000140549521000013/idcc-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001367644,EBS,Emergent BioSolutions Inc. ,2834,PHARMACEUTICAL PREPARATIONS,MD,DE,2022-02-25,https://www.sec.gov/Archives/edgar/data/1367644/000136764422000024/ebs-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001367644,EBS,Emergent BioSolutions Inc. ,2834,PHARMACEUTICAL PREPARATIONS,MD,DE,2021-02-19,https://www.sec.gov/Archives/edgar/data/1367644/000136764421000033/ebs-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000036146,TRMK,TRUSTMARK CORP ,6021,NATIONAL COMMERCIAL BANKS,MS,MS,2022-02-17,https://www.sec.gov/Archives/edgar/data/36146/000095017022001425/trmk-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000036146,TRMK,TRUSTMARK CORP ,6021,NATIONAL COMMERCIAL BANKS,MS,MS,2021-02-18,https://www.sec.gov/Archives/edgar/data/36146/000156459021006673/trmk-10k_20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001104657,MTRN,MATERION Corp ,3460,METAL FORGING & STAMPINGS,OH,OH,2022-02-17,https://www.sec.gov/Archives/edgar/data/1104657/000110465722000021/mtrn-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001104657,MTRN,MATERION Corp ,3460,METAL FORGING & STAMPINGS,OH,OH,2021-02-18,https://www.sec.gov/Archives/edgar/data/1104657/000110465721000010/mtrn-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000807882,JACK,JACK IN THE BOX INC ,5812,RETAIL,CA,DE,2021-11-23,https://www.sec.gov/Archives/edgar/data/807882/000080788221000016/jack-20211003.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001846069,KIND,"Nextdoor Holdings, Inc. ",7370,SERVICES,CA,DE,2022-03-15,https://www.sec.gov/Archives/edgar/data/1846069/000184606922000006/kvsb-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001681769,CCYC,Clancy Corp ,2840,SOAP,NV,NV,2021-11-12,https://www.sec.gov/Archives/edgar/data/1681769/000152013821000713/ccyc-20210731_10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001806201,LPRO,Open Lending Corp ,6141,PERSONAL CREDIT INSTITUTIONS,TX,DE,2022-02-28,https://www.sec.gov/Archives/edgar/data/1806201/000162828022004299/lpro-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001806201,LPRO,Open Lending Corp ,6141,PERSONAL CREDIT INSTITUTIONS,TX,DE,2021-03-16,https://www.sec.gov/Archives/edgar/data/1806201/000180620121000012/lpro-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001128361,HOPE,HOPE BANCORP INC ,6021,NATIONAL COMMERCIAL BANKS,CA,DE,2022-02-28,https://www.sec.gov/Archives/edgar/data/1128361/000112836122000010/hope-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001128361,HOPE,HOPE BANCORP INC ,6021,NATIONAL COMMERCIAL BANKS,CA,DE,2021-03-01,https://www.sec.gov/Archives/edgar/data/1128361/000112836121000007/hope-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001178970,PFS,PROVIDENT FINANCIAL SERVICES INC ,6035,SAVINGS INSTITUTION,NJ,DE,2022-03-01,https://www.sec.gov/Archives/edgar/data/1178970/000162828022004544/pfs-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001178970,PFS,PROVIDENT FINANCIAL SERVICES INC ,6035,SAVINGS INSTITUTION,NJ,DE,2021-03-01,https://www.sec.gov/Archives/edgar/data/1178970/000162828021003659/pfs-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001587523,KN,Knowles Corp ,3651,HOUSEHOLD AUDIO & VIDEO EQUIPMENT,IL,DE,2022-02-09,https://www.sec.gov/Archives/edgar/data/1587523/000158752322000005/kn-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001587523,KN,Knowles Corp ,3651,HOUSEHOLD AUDIO & VIDEO EQUIPMENT,IL,DE,2021-02-10,https://www.sec.gov/Archives/edgar/data/1587523/000158752321000012/kn-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000914025,POLY,PLANTRONICS INC /CA/ ,3661,TELEPHONE & TELEGRAPH APPARATUS,CA,DE,2022-05-27,https://www.sec.gov/Archives/edgar/data/914025/000091402522000040/poly-20220402.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000914025,POLY,PLANTRONICS INC /CA/ ,3661,TELEPHONE & TELEGRAPH APPARATUS,CA,DE,2021-05-18,https://www.sec.gov/Archives/edgar/data/914025/000091402521000019/plt-20210403.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001724521,RCUS,"Arcus Biosciences, Inc. ",2834,PHARMACEUTICAL PREPARATIONS,CA,DE,2022-02-23,https://www.sec.gov/Archives/edgar/data/1724521/000095017022001788/rcus-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001724521,RCUS,"Arcus Biosciences, Inc. ",2834,PHARMACEUTICAL PREPARATIONS,CA,DE,2021-02-25,https://www.sec.gov/Archives/edgar/data/1724521/000156459021008270/rcus-10k_20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000009984,B,BARNES GROUP INC ,3490,MISCELLANEOUS FABRICATED METAL PRODUCTS,CT,DE,2022-02-22,https://www.sec.gov/Archives/edgar/data/9984/000000998422000047/b-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000009984,B,BARNES GROUP INC ,3490,MISCELLANEOUS FABRICATED METAL PRODUCTS,CT,DE,2021-02-22,https://www.sec.gov/Archives/edgar/data/9984/000000998421000063/b-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001025835,EFSC,ENTERPRISE FINANCIAL SERVICES CORP ,6022,STATE COMMERCIAL BANKS,MO,DE,2022-02-25,https://www.sec.gov/Archives/edgar/data/1025835/000102583522000011/efsc-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001025835,EFSC,ENTERPRISE FINANCIAL SERVICES CORP ,6022,STATE COMMERCIAL BANKS,MO,DE,2021-02-19,https://www.sec.gov/Archives/edgar/data/1025835/000102583521000018/efsc-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001084961,ECPG,ENCORE CAPITAL GROUP INC ,6153,SHORT,CA,DE,2022-02-23,https://www.sec.gov/Archives/edgar/data/1084961/000108496122000019/ecpg-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001084961,ECPG,ENCORE CAPITAL GROUP INC ,6153,SHORT,CA,DE,2021-02-24,https://www.sec.gov/Archives/edgar/data/1084961/000108496121000017/ecpg-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001843212,KAHC,KKR Acquisition Holdings I Corp. ,6770,BLANK CHECKS,NY,DE,2022-03-31,https://www.sec.gov/Archives/edgar/data/1843212/000184321222000005/kahc-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001828248,CVII,Churchill Capital Corp VII ,6770,BLANK CHECKS,NY,DE,2022-03-31,https://www.sec.gov/Archives/edgar/data/1828248/000141057822000751/cvii-20211231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001467760,ARI,"Apollo Commercial Real Estate Finance, Inc. ",6798,REAL ESTATE INVESTMENT TRUSTS,NY,MD,2022-02-08,https://www.sec.gov/Archives/edgar/data/1467760/000146776022000007/ari-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001467760,ARI,"Apollo Commercial Real Estate Finance, Inc. ",6798,REAL ESTATE INVESTMENT TRUSTS,NY,MD,2021-02-10,https://www.sec.gov/Archives/edgar/data/1467760/000146776021000008/ari-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001157408,LRN,"Stride, Inc. ",8200,SERVICES,VA,DE,2021-08-11,https://www.sec.gov/Archives/edgar/data/1157408/000155837021011173/lrn-20210630x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000912752,SBGI,SINCLAIR BROADCAST GROUP INC ,4833,TELEVISION BROADCASTING STATIONS,MD,MD,2022-03-01,https://www.sec.gov/Archives/edgar/data/912752/000091275222000024/sbgi-20211231.htm,1,0,0,0,0,0,0,0,0,0,0,0
0000912752,SBGI,SINCLAIR BROADCAST GROUP INC ,4833,TELEVISION BROADCASTING STATIONS,MD,MD,2021-03-01,https://www.sec.gov/Archives/edgar/data/912752/000091275221000012/sbgi-20201231.htm,1,0,0,0,0,0,0,0,0,0,0,0
0000899715,SKT,"TANGER FACTORY OUTLET CENTERS, INC ",6798,REAL ESTATE INVESTMENT TRUSTS,NC,NC,2022-02-22,https://www.sec.gov/Archives/edgar/data/899715/000089971522000036/skt-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000899715,SKT,"TANGER FACTORY OUTLET CENTERS, INC ",6798,REAL ESTATE INVESTMENT TRUSTS,NC,NC,2021-02-23,https://www.sec.gov/Archives/edgar/data/899715/000089971521000065/skt-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001725255,AHCO,AdaptHealth Corp. ,8082,SERVICES,PA,DE,2022-03-01,https://www.sec.gov/Archives/edgar/data/1725255/000155837022002603/ahco-20211231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001725255,AHCO,AdaptHealth Corp. ,8082,SERVICES,PA,DE,2021-03-16,https://www.sec.gov/Archives/edgar/data/1725255/000155837021003089/ahco-20201231x10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001543916,FORG,"ForgeRock, Inc. ",7372,SERVICES,CA,DE,2022-03-09,https://www.sec.gov/Archives/edgar/data/1543916/000154391622000016/forg-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001110805,NS,NuStar Energy L.P. ,4610,PIPE LINES ,TX,DE,2022-02-24,https://www.sec.gov/Archives/edgar/data/1110805/000111080522000008/ns-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001110805,NS,NuStar Energy L.P. ,4610,PIPE LINES ,TX,DE,2021-02-25,https://www.sec.gov/Archives/edgar/data/1110805/000111080521000009/ns-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000821026,ANDE,"Andersons, Inc. ",5150,WHOLESALE,OH,OH,2022-02-24,https://www.sec.gov/Archives/edgar/data/821026/000082102622000050/ande-20211231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000821026,ANDE,"Andersons, Inc. ",5150,WHOLESALE,OH,OH,2021-02-25,https://www.sec.gov/Archives/edgar/data/821026/000082102621000060/ande-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000882796,BCRX,BIOCRYST PHARMACEUTICALS INC ,2836,BIOLOGICAL PRODUCTS ,NC,DE,2022-02-28,https://www.sec.gov/Archives/edgar/data/882796/000117184322001460/bcrx20211231_10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0000882796,BCRX,BIOCRYST PHARMACEUTICALS INC ,2836,BIOLOGICAL PRODUCTS ,NC,DE,2021-03-01,https://www.sec.gov/Archives/edgar/data/882796/000117184321001411/bcrx20201231_10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001575828,XPRO,EXPRO GROUP HOLDINGS N.V. ,1389,OIL,TX,P7,2022-03-08,https://www.sec.gov/Archives/edgar/data/1575828/000143774922005566/fi20211231_10k.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001575828,XPRO,EXPRO GROUP HOLDINGS N.V. ,1389,OIL,TX,P7,2021-03-01,https://www.sec.gov/Archives/edgar/data/1575828/000157582821000009/fi-20201231.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001624794,CSWI,"CSW INDUSTRIALS, INC. ",2891,ADHESIVES & SEALANTS,TX,DE,2022-05-18,https://www.sec.gov/Archives/edgar/data/1624794/000162479422000040/cswi-20220331.htm,0,0,0,0,0,0,0,0,0,0,0,0
0001624794,CSWI,"CSW INDUSTRIALS, INC. ",2891,ADHESIVES & SEALANTS,TX,DE,2021-05-20,https://www.sec.gov/Archives/edgar/data/1624794/000162479421000031/cswi-20210331.htm,0,0,0,0,0,0,0,0,0,0,0,0
